id,row_id,status,job,kids,city,country,salary,marital_status,timestamp
7,5,pensioned,project leader,3,Shenzhen,china,5000,seperated,1
7,6,running,database administrator,0,bern,switzerland,1000,only,0
7,7,pensioned,senior database administrator,2,berlin,germany,4000,seperated,1
8,0,finished,chief information officer,5,tokyo,japan,7000,bonded,2
8,1,pulled out,senior manager,3,berlin,germany,4000,seperated,1
8,2,occupied,junior engineer,0,berlin,germany,500,single,0
8,3,gone,information technology director,4,seattle,us,6000,attached,2
8,4,working,junior engineer,0,n/a,n/a,2000,sole,0
8,5,pulled out,information technology manager,3,london,england,5000,widow,1
8,6,passed away,chief information officer,5,berlin,germany,9000,paired,2
8,7,active,security specialist,0,seoul,south korea,2000,single,0
8,8,resigned,senior manager,2,tokyo,japan,4000,detached,1
9,0,dead,director,5,Shenzhen,china,9000,united,2
9,1,employed,analyst,0,Shenzhen,china,2000,individual,0
9,2,passed,director,4,berlin,germany,8000,espoused,2
9,3,passed,chief technical officer,4,london,england,6000,paired,2
9,4,removed,senior engineer,2,london,england,4000,seperated,1
9,5,operating,junior engineer,0,Shenzhen,china,500,single,0
9,6,involved,database administrator,0,berlin,germany,1000,solitary,0
9,7,quiet,project leader,2,bern,switzerland,3000,detached,1
9,8,quiet,senior manager,3,moscow,russia,5000,divorced,1
9,9,unemployed,team leader,2,seoul,south korea,3000,widow,1
9,10,deceased,information technology director,5,berlin,germany,6000,engaged,2
9,11,in retirement,senior manager,3,Shenzhen,china,3000,detached,1
10,0,withdrawn,team leader,2,moscow,russia,3000,seperated,1
10,1,removed,project leader,3,tokyo,japan,4000,seperated,1
10,2,working,web developer,0,seattle,us,500,bachelor,0
10,3,operating,software programmer,0,seoul,south korea,2000,single,0
10,4,pensioned,team leader,2,london,england,4000,apart,1
10,5,expire,mis director,4,bern,switzerland,10000,matrimonial,2
11,0,pulled out,project leader,3,singapour,singapur,3000,divorced,1
11,1,operating,junior sofware developer,0,seattle,us,500,solitary,0
11,2,dead,director,4,seattle,us,10000,engaged,2
11,3,operating,programmer,0,berlin,germany,500,sole,0
11,4,fallen,information technology director,4,moscow,russia,10000,matrimonial,2
12,0,pulled out,senior database administrator,3,berlin,germany,4000,widow,1
12,1,dead,director,4,seattle,us,8000,attached,2
12,2,passed,cio,4,london,england,9000,engaged,2
12,3,removed,team leader,2,singapour,singapur,5000,apart,1
12,4,passed away,information technology director,5,Shenzhen,china,9000,mated,2
12,5,fallen,director,5,singapour,singapur,10000,espoused,2
12,6,pensioned off,senior database administrator,2,bern,switzerland,5000,apart,1
12,7,laboring,database administrator,0,seattle,us,1000,unaccompanied,0
12,8,fallen,director,4,singapour,singapur,9000,espoused,2
12,9,working,database administrator,0,london,england,500,free,0
12,10,pensioned off,project leader,3,tokyo,japan,4000,seperated,1
13,0,unemployed,project leader,2,Shenzhen,china,5000,widow,1
13,1,withdrawn,senior manager,2,n/a,n/a,3000,divorced,1
13,2,departed,information technology director,4,Shenzhen,china,6000,engaged,2
13,3,involved,security specialist,0,berlin,germany,2000,solitary,0
13,4,in retirement,project leader,3,bern,switzerland,3000,divorced,1
13,5,removed,information technology manager,3,seoul,south korea,5000,divorced,1
13,6,withdrawn,senior manager,3,berlin,germany,5000,split up,1
13,7,in retirement,project leader,2,Shenzhen,china,3000,detached,1
13,8,running,web developer,0,Shenzhen,china,500,sole,0
14,0,resigned,network architect,2,berlin,germany,4000,apart,1
14,1,working,junior engineer,0,tokyo,japan,500,unaccompanied,0
14,2,working,analyst,0,n/a,n/a,2000,bachelor,0
14,3,pulled out,senior manager,3,tokyo,japan,4000,seperated,1
14,4,involved,web master,0,n/a,n/a,500,free,0
14,5,quiet,senior database administrator,3,seoul,south korea,3000,apart,1
14,6,laboring,database administrator,0,singapour,singapur,2000,only,0
14,7,resigned,project leader,3,moscow,russia,4000,widow,1
14,8,passed,cio,5,seattle,us,8000,mated,2
14,9,withdrawn,project leader,3,london,england,5000,detached,1
15,0,laboring,web master,0,singapour,singapur,500,solitary,0
15,1,discharged,senior manager,3,Shenzhen,china,3000,seperated,1
15,2,passed away,ceo,5,bern,switzerland,9000,matrimonial,2
15,3,passed,chief information officer,5,seoul,south korea,6000,mated,2
15,4,passed away,cio,5,n/a,n/a,10000,married,2
16,0,resigned,project leader,2,singapour,singapur,3000,divorced,1
16,1,occupied,web master,0,bern,switzerland,500,unattached,0
16,2,unemployed,information technology manager,3,london,england,4000,split up,1
16,3,in retirement,network architect,3,tokyo,japan,3000,detached,1
16,4,involved,software programmer,0,tokyo,japan,1000,only,0
16,5,dead,ceo,5,bern,switzerland,6000,matrimonial,2
16,6,expire,information technology director,5,london,england,10000,matrimonial,2
16,7,occupied,software programmer,0,seoul,south korea,1000,single,0
17,0,retired,senior manager,2,berlin,germany,3000,apart,1
17,1,passed away,ceo,4,tokyo,japan,9000,paired,2
17,2,passed,mis director,5,Shenzhen,china,10000,paired,2
17,3,withdrawn,senior manager,2,tokyo,japan,5000,widow,1
17,4,laboring,web master,0,Shenzhen,china,500,free,0
17,5,fallen,mis director,5,n/a,n/a,8000,attached,2
17,6,withdrawn,senior database administrator,2,tokyo,japan,5000,apart,1
17,7,working,hardware engineer,0,bern,switzerland,2000,unaccompanied,0
17,8,active,web master,0,berlin,germany,2000,only,0
17,9,resigned,project leader,2,bern,switzerland,4000,apart,1
17,10,occupied,hardware engineer,0,seattle,us,500,unattached,0
18,0,deceased,information technology director,4,tokyo,japan,7000,bonded,2
18,1,quiet,team leader,2,berlin,germany,5000,split up,1
18,2,removed,senior manager,3,moscow,russia,5000,seperated,1
18,3,pensioned,project leader,2,tokyo,japan,5000,divorced,1
18,4,active,web developer,0,berlin,germany,500,unaccompanied,0
18,5,quiet,information technology manager,2,moscow,russia,3000,divorced,1
18,6,active,web designer,0,berlin,germany,500,solitary,0
18,7,pulled out,project leader,2,Shenzhen,china,5000,seperated,1
18,8,operating,analyst,0,berlin,germany,1000,solitary,0
19,0,removed,team leader,2,seoul,south korea,5000,apart,1
19,1,pensioned,network architect,3,singapour,singapur,4000,divorced,1
19,2,discharged,project leader,3,Shenzhen,china,3000,divorced,1
19,3,running,analyst,0,seoul,south korea,1000,solitary,0
19,4,active,network engineer,0,berlin,germany,2000,only,0
20,0,removed,project leader,3,moscow,russia,5000,widow,1
20,1,defunct,chief technical officer,5,moscow,russia,9000,engaged,2
20,2,retired,senior manager,3,n/a,n/a,5000,divorced,1
20,3,retired,network architect,3,berlin,germany,3000,detached,1
20,4,gone,ceo,4,seattle,us,10000,matrimonial,2
20,5,fallen,chief information officer,4,moscow,russia,9000,espoused,2
20,6,removed,network architect,3,bern,switzerland,3000,widow,1
20,7,pulled out,information technology manager,2,moscow,russia,5000,detached,1
20,8,resigned,team leader,3,singapour,singapur,5000,split up,1
20,9,finished,chief information officer,5,tokyo,japan,10000,bonded,2
20,10,departed,chief technical officer,5,singapour,singapur,7000,attached,2
20,11,finished,director,4,seattle,us,7000,bonded,2
21,0,occupied,junior engineer,0,london,england,500,unaccompanied,0
21,1,removed,senior engineer,3,singapour,singapur,4000,widow,1
21,2,expire,director,4,london,england,6000,espoused,2
21,3,employed,web master,0,bern,switzerland,1000,sole,0
21,4,unemployed,network architect,3,bern,switzerland,4000,detached,1
21,5,working,analyst,0,n/a,n/a,1000,bachelor,0
21,6,working,web master,0,moscow,russia,2000,individual,0
21,7,dead,chief technical officer,5,moscow,russia,9000,bonded,2
21,8,retired,information technology manager,2,n/a,n/a,3000,divorced,1
21,9,passed,information technology director,5,seattle,us,9000,bonded,2
21,10,passed away,cio,4,bern,switzerland,9000,married,2
22,0,employed,programmer,0,n/a,n/a,1000,bachelor,0
22,1,occupied,hardware engineer,0,seattle,us,2000,only,0
22,2,working,junior engineer,0,london,england,500,individual,0
22,3,running,programmer,0,tokyo,japan,1000,solitary,0
22,4,occupied,network engineer,0,moscow,russia,2000,bachelor,0
22,5,discharged,project leader,3,bern,switzerland,3000,apart,1
22,6,finished,chief technical officer,4,singapour,singapur,7000,attached,2
22,7,pensioned,senior manager,3,berlin,germany,4000,widow,1
23,0,discharged,project leader,3,seattle,us,3000,apart,1
23,1,removed,information technology manager,2,tokyo,japan,5000,detached,1
23,2,passed away,ceo,4,Shenzhen,china,10000,united,2
23,3,laboring,software programmer,0,moscow,russia,2000,bachelor,0
23,4,laboring,hardware engineer,0,bern,switzerland,2000,only,0
23,5,working,junior sofware developer,0,singapour,singapur,1000,free,0
23,6,fallen,chief technical officer,4,Shenzhen,china,8000,mated,2
23,7,laboring,software programmer,0,singapour,singapur,2000,unaccompanied,0
23,8,defunct,chief technical officer,5,tokyo,japan,8000,matrimonial,2
23,9,working,web master,0,moscow,russia,1000,unaccompanied,0
23,10,running,analyst,0,seattle,us,2000,individual,0
23,11,active,database administrator,0,london,england,1000,unaccompanied,0
24,0,finished,cio,4,berlin,germany,10000,mated,2
24,1,working,web master,0,n/a,n/a,1000,single,0
24,2,dead,cio,4,moscow,russia,7000,espoused,2
24,3,pensioned off,project leader,2,moscow,russia,4000,seperated,1
24,4,employed,junior engineer,0,singapour,singapur,1000,single,0
24,5,pensioned,project leader,3,tokyo,japan,5000,detached,1
24,6,pulled out,team leader,2,seoul,south korea,5000,detached,1
24,7,unemployed,project leader,3,tokyo,japan,5000,divorced,1
24,8,gone,cio,4,moscow,russia,7000,united,2
24,9,running,web master,0,seoul,south korea,2000,unaccompanied,0
24,10,in retirement,project leader,3,london,england,5000,widow,1
24,11,passed,chief technical officer,5,n/a,n/a,8000,bonded,2
25,0,removed,senior engineer,3,Shenzhen,china,5000,divorced,1
25,1,discharged,senior engineer,2,tokyo,japan,5000,divorced,1
25,2,passed,cio,4,berlin,germany,7000,attached,2
25,3,involved,web designer,0,seattle,us,500,solitary,0
25,4,withdrawn,project leader,3,berlin,germany,5000,apart,1
25,5,dead,chief technical officer,5,n/a,n/a,6000,mated,2
25,6,working,web developer,0,tokyo,japan,2000,solitary,0
26,0,running,security specialist,0,seoul,south korea,1000,single,0
26,1,withdrawn,network architect,3,london,england,4000,apart,1
26,2,occupied,web master,0,moscow,russia,1000,sole,0
26,3,occupied,web designer,0,tokyo,japan,500,only,0
26,4,resigned,team leader,3,berlin,germany,3000,detached,1
26,5,involved,software programmer,0,moscow,russia,1000,bachelor,0
26,6,expire,director,5,tokyo,japan,8000,engaged,2
26,7,running,database administrator,0,tokyo,japan,1000,sole,0
26,8,running,security specialist,0,bern,switzerland,2000,bachelor,0
26,9,defunct,ceo,4,berlin,germany,7000,paired,2
26,10,deceased,chief technical officer,5,singapour,singapur,10000,bonded,2
27,0,running,software programmer,0,berlin,germany,500,bachelor,0
27,1,finished,mis director,4,tokyo,japan,10000,bonded,2
27,2,working,web master,0,seattle,us,500,sole,0
27,3,operating,web master,0,london,england,2000,bachelor,0
27,4,departed,information technology director,4,moscow,russia,9000,espoused,2
27,5,expire,cio,5,moscow,russia,10000,espoused,2
27,6,unemployed,network architect,3,tokyo,japan,5000,seperated,1
27,7,pulled out,project leader,2,Shenzhen,china,4000,seperated,1
28,0,in retirement,senior manager,3,seattle,us,5000,seperated,1
28,1,passed,chief technical officer,5,seoul,south korea,10000,married,2
28,2,laboring,network engineer,0,bern,switzerland,2000,free,0
28,3,discharged,project leader,3,Shenzhen,china,3000,split up,1
28,4,withdrawn,senior manager,3,berlin,germany,3000,widow,1
28,5,laboring,network engineer,0,singapour,singapur,2000,sole,0
28,6,running,web master,0,singapour,singapur,500,bachelor,0
29,0,pensioned,senior engineer,2,singapour,singapur,5000,seperated,1
29,1,resigned,senior manager,3,london,england,5000,widow,1
29,2,pensioned,project leader,2,tokyo,japan,5000,seperated,1
29,3,expire,ceo,5,seoul,south korea,10000,bonded,2
29,4,involved,network engineer,0,seattle,us,2000,single,0
29,5,passed,information technology director,5,london,england,10000,matrimonial,2
29,6,removed,team leader,2,n/a,n/a,3000,split up,1
29,7,discharged,information technology manager,2,singapour,singapur,5000,split up,1
29,8,operating,web developer,0,Shenzhen,china,2000,unaccompanied,0
29,9,resigned,senior database administrator,2,n/a,n/a,3000,divorced,1
30,0,pensioned,information technology manager,3,tokyo,japan,4000,detached,1
30,1,fallen,chief technical officer,4,bern,switzerland,7000,attached,2
30,2,discharged,project leader,2,n/a,n/a,5000,split up,1
30,3,retired,project leader,3,Shenzhen,china,3000,divorced,1
30,4,pensioned,project leader,3,moscow,russia,4000,apart,1
30,5,passed away,chief information officer,5,tokyo,japan,10000,mated,2
30,6,unemployed,network architect,3,moscow,russia,4000,split up,1
30,7,finished,director,4,seoul,south korea,8000,united,2
31,0,deceased,cio,4,tokyo,japan,10000,engaged,2
31,1,expire,cio,4,tokyo,japan,6000,married,2
31,2,employed,security specialist,0,seoul,south korea,500,only,0
31,3,pensioned,senior database administrator,2,tokyo,japan,3000,split up,1
31,4,removed,network architect,2,tokyo,japan,3000,detached,1
31,5,working,database administrator,0,seattle,us,2000,solitary,0
31,6,dead,ceo,4,moscow,russia,9000,espoused,2
32,0,defunct,mis director,5,tokyo,japan,9000,matrimonial,2
32,1,operating,software programmer,0,moscow,russia,2000,free,0
32,2,unemployed,information technology manager,2,london,england,4000,divorced,1
32,3,working,analyst,0,seoul,south korea,500,free,0
32,4,pensioned off,network architect,3,seoul,south korea,3000,divorced,1
32,5,withdrawn,project leader,2,berlin,germany,4000,detached,1
32,6,fallen,information technology director,4,london,england,8000,attached,2
32,7,active,web developer,0,seattle,us,2000,single,0
32,8,departed,mis director,4,seattle,us,10000,paired,2
33,0,operating,security specialist,0,singapour,singapur,500,single,0
33,1,passed away,chief technical officer,5,tokyo,japan,6000,bonded,2
33,2,gone,director,5,moscow,russia,6000,mated,2
33,3,involved,web designer,0,london,england,1000,solitary,0
33,4,withdrawn,project leader,2,n/a,n/a,4000,seperated,1
34,0,passed away,chief technical officer,4,london,england,8000,married,2
34,1,fallen,ceo,5,london,england,7000,mated,2
34,2,defunct,cio,4,n/a,n/a,8000,attached,2
34,3,pulled out,network architect,2,n/a,n/a,3000,apart,1
34,4,dead,chief information officer,5,bern,switzerland,8000,espoused,2
34,5,withdrawn,team leader,2,n/a,n/a,5000,split up,1
34,6,employed,junior sofware developer,0,Shenzhen,china,1000,sole,0
35,0,removed,project leader,2,bern,switzerland,4000,apart,1
35,1,working,junior engineer,0,seattle,us,500,free,0
35,2,operating,software programmer,0,seoul,south korea,500,free,0
35,3,employed,software programmer,0,tokyo,japan,500,unattached,0
35,4,expire,chief information officer,5,singapour,singapur,6000,mated,2
35,5,active,web master,0,moscow,russia,2000,free,0
36,0,expire,director,4,bern,switzerland,10000,attached,2
36,1,involved,network engineer,0,n/a,n/a,1000,bachelor,0
36,2,removed,senior manager,3,singapour,singapur,4000,apart,1
36,3,passed away,director,4,Shenzhen,china,6000,matrimonial,2
36,4,expire,ceo,4,seattle,us,9000,mated,2
36,5,active,database administrator,0,seattle,us,2000,sole,0
36,6,finished,cio,5,seoul,south korea,9000,paired,2
36,7,passed,mis director,4,seattle,us,8000,engaged,2
36,8,retired,senior database administrator,3,Shenzhen,china,3000,divorced,1
36,9,running,database administrator,0,tokyo,japan,1000,sole,0
37,0,operating,junior engineer,0,bern,switzerland,1000,sole,0
37,1,removed,senior manager,2,seoul,south korea,3000,divorced,1
37,2,employed,security specialist,0,Shenzhen,china,500,only,0
37,3,removed,information technology manager,2,seoul,south korea,4000,seperated,1
37,4,passed,chief technical officer,5,bern,switzerland,6000,espoused,2
37,5,working,software programmer,0,n/a,n/a,500,bachelor,0
38,0,occupied,network engineer,0,london,england,1000,unattached,0
38,1,active,junior sofware developer,0,Shenzhen,china,500,free,0
38,2,withdrawn,senior database administrator,2,seattle,us,3000,widow,1
38,3,departed,information technology director,5,berlin,germany,8000,engaged,2
38,4,pensioned off,senior manager,3,seoul,south korea,4000,detached,1
38,5,in retirement,information technology manager,2,tokyo,japan,3000,seperated,1
38,6,departed,cio,5,berlin,germany,6000,engaged,2
38,7,running,web developer,0,n/a,n/a,500,solitary,0
38,8,withdrawn,project leader,3,seattle,us,3000,seperated,1
38,9,expire,chief information officer,4,berlin,germany,10000,mated,2
38,10,passed away,chief technical officer,5,bern,switzerland,8000,engaged,2
38,11,unemployed,senior database administrator,2,seoul,south korea,3000,detached,1
39,0,occupied,web master,0,Shenzhen,china,2000,single,0
39,1,operating,web designer,0,tokyo,japan,500,bachelor,0
39,2,laboring,hardware engineer,0,seattle,us,2000,solitary,0
39,3,operating,database administrator,0,tokyo,japan,500,unattached,0
39,4,pensioned,project leader,2,seoul,south korea,4000,widow,1
39,5,retired,senior manager,3,singapour,singapur,4000,detached,1
39,6,pensioned off,senior database administrator,3,seoul,south korea,5000,divorced,1
39,7,involved,web designer,0,seattle,us,1000,unaccompanied,0
40,0,finished,information technology director,4,Shenzhen,china,7000,paired,2
40,1,operating,security specialist,0,moscow,russia,1000,sole,0
40,2,passed away,information technology director,4,singapour,singapur,8000,paired,2
40,3,working,software programmer,0,bern,switzerland,2000,unaccompanied,0
40,4,gone,cio,5,bern,switzerland,10000,mated,2
41,0,resigned,information technology manager,2,berlin,germany,5000,apart,1
41,1,passed,chief information officer,4,Shenzhen,china,8000,engaged,2
41,2,employed,hardware engineer,0,singapour,singapur,500,individual,0
41,3,expire,chief information officer,5,seoul,south korea,6000,united,2
41,4,occupied,network engineer,0,singapour,singapur,2000,single,0
41,5,unemployed,team leader,3,tokyo,japan,3000,split up,1
42,0,dead,information technology director,5,london,england,6000,bonded,2
42,1,occupied,network engineer,0,singapour,singapur,500,only,0
42,2,passed away,mis director,4,seattle,us,7000,paired,2
42,3,passed away,mis director,5,seattle,us,9000,engaged,2
42,4,active,web master,0,london,england,500,bachelor,0
42,5,finished,director,4,n/a,n/a,10000,bonded,2
42,6,working,web designer,0,london,england,1000,free,0
43,0,pensioned,senior manager,3,berlin,germany,3000,seperated,1
43,1,gone,chief information officer,4,n/a,n/a,7000,bonded,2
43,2,unemployed,team leader,3,seoul,south korea,4000,divorced,1
43,3,laboring,web master,0,berlin,germany,1000,sole,0
43,4,quiet,project leader,2,london,england,3000,detached,1
43,5,operating,analyst,0,Shenzhen,china,2000,single,0
44,0,running,software programmer,0,seattle,us,500,sole,0
44,1,deceased,director,4,tokyo,japan,10000,espoused,2
44,2,pensioned,project leader,2,Shenzhen,china,4000,split up,1
44,3,removed,information technology manager,2,berlin,germany,5000,divorced,1
44,4,discharged,network architect,3,seattle,us,5000,widow,1
44,5,fallen,ceo,5,moscow,russia,9000,espoused,2
44,6,retired,team leader,3,seoul,south korea,3000,seperated,1
44,7,defunct,chief technical officer,5,Shenzhen,china,10000,married,2
45,0,departed,ceo,5,tokyo,japan,10000,mated,2
45,1,occupied,junior sofware developer,0,bern,switzerland,500,individual,0
45,2,retired,network architect,3,n/a,n/a,5000,divorced,1
45,3,occupied,web master,0,n/a,n/a,2000,only,0
45,4,withdrawn,information technology manager,3,berlin,germany,5000,split up,1
45,5,laboring,security specialist,0,london,england,2000,individual,0
45,6,pulled out,information technology manager,3,london,england,5000,seperated,1
45,7,operating,network engineer,0,n/a,n/a,2000,single,0
45,8,departed,mis director,4,Shenzhen,china,10000,paired,2
45,9,expire,mis director,4,Shenzhen,china,6000,paired,2
45,10,passed away,chief information officer,4,london,england,8000,attached,2
46,0,operating,database administrator,0,berlin,germany,1000,single,0
46,1,involved,network engineer,0,seattle,us,500,unaccompanied,0
46,2,quiet,senior database administrator,3,bern,switzerland,5000,widow,1
46,3,occupied,hardware engineer,0,berlin,germany,2000,free,0
46,4,removed,network architect,2,Shenzhen,china,4000,seperated,1
46,5,departed,chief information officer,5,seoul,south korea,6000,united,2
46,6,operating,analyst,0,seoul,south korea,2000,only,0
46,7,employed,web designer,0,seoul,south korea,2000,unattached,0
46,8,running,junior sofware developer,0,n/a,n/a,2000,free,0
46,9,gone,mis director,5,Shenzhen,china,6000,bonded,2
46,10,gone,chief technical officer,4,moscow,russia,6000,married,2
47,0,retired,team leader,3,london,england,5000,seperated,1
47,1,passed away,cio,4,seoul,south korea,7000,married,2
47,2,removed,senior manager,3,london,england,4000,detached,1
47,3,running,security specialist,0,moscow,russia,500,individual,0
47,4,laboring,programmer,0,tokyo,japan,2000,single,0
47,5,defunct,chief information officer,4,n/a,n/a,7000,bonded,2
48,0,running,database administrator,0,london,england,500,bachelor,0
48,1,pensioned off,project leader,3,singapour,singapur,3000,seperated,1
48,2,laboring,security specialist,0,Shenzhen,china,2000,sole,0
48,3,departed,chief information officer,4,seoul,south korea,10000,matrimonial,2
48,4,passed,director,4,seattle,us,6000,united,2
49,0,in retirement,project leader,3,tokyo,japan,4000,apart,1
49,1,laboring,web designer,0,n/a,n/a,2000,single,0
49,2,running,analyst,0,moscow,russia,1000,bachelor,0
49,3,passed away,ceo,4,n/a,n/a,6000,married,2
49,4,running,network engineer,0,tokyo,japan,500,free,0
49,5,passed,cio,4,seoul,south korea,6000,espoused,2
50,0,occupied,database administrator,0,tokyo,japan,1000,free,0
50,1,defunct,cio,4,seattle,us,9000,united,2
50,2,active,junior sofware developer,0,london,england,1000,free,0
50,3,defunct,information technology director,4,Shenzhen,china,8000,engaged,2
50,4,removed,team leader,3,seoul,south korea,3000,detached,1
51,0,passed,information technology director,4,singapour,singapur,8000,engaged,2
51,1,occupied,junior sofware developer,0,moscow,russia,1000,bachelor,0
51,2,running,software programmer,0,moscow,russia,500,single,0
51,3,involved,web designer,0,singapour,singapur,1000,unattached,0
51,4,involved,web developer,0,bern,switzerland,2000,single,0
51,5,departed,chief technical officer,5,tokyo,japan,10000,married,2
51,6,discharged,network architect,3,tokyo,japan,5000,widow,1
52,0,passed away,mis director,5,n/a,n/a,7000,married,2
52,1,gone,chief information officer,4,moscow,russia,7000,paired,2
52,2,discharged,team leader,2,moscow,russia,5000,apart,1
52,3,pulled out,team leader,3,berlin,germany,5000,detached,1
52,4,quiet,information technology manager,2,moscow,russia,3000,apart,1
52,5,dead,information technology director,4,bern,switzerland,7000,paired,2
52,6,employed,junior sofware developer,0,moscow,russia,2000,individual,0
52,7,employed,web designer,0,moscow,russia,2000,bachelor,0
52,8,laboring,security specialist,0,london,england,2000,unaccompanied,0
52,9,pensioned,network architect,3,n/a,n/a,3000,seperated,1
52,10,passed away,chief technical officer,5,singapour,singapur,10000,attached,2
53,0,quiet,information technology manager,2,tokyo,japan,3000,seperated,1
53,1,discharged,senior manager,3,bern,switzerland,3000,split up,1
53,2,gone,director,5,Shenzhen,china,8000,united,2
53,3,gone,chief technical officer,4,seoul,south korea,10000,matrimonial,2
53,4,departed,cio,4,moscow,russia,7000,matrimonial,2
53,5,departed,information technology director,5,seoul,south korea,9000,married,2
53,6,passed,mis director,4,Shenzhen,china,8000,mated,2
53,7,passed away,cio,4,seoul,south korea,10000,paired,2
53,8,finished,chief technical officer,4,berlin,germany,7000,paired,2
54,0,discharged,project leader,2,berlin,germany,3000,seperated,1
54,1,in retirement,project leader,2,Shenzhen,china,5000,detached,1
54,2,operating,analyst,0,seattle,us,2000,single,0
54,3,employed,database administrator,0,singapour,singapur,500,bachelor,0
54,4,fallen,chief technical officer,5,bern,switzerland,8000,espoused,2
54,5,finished,mis director,5,berlin,germany,8000,bonded,2
54,6,removed,senior database administrator,2,seattle,us,5000,divorced,1
54,7,withdrawn,team leader,3,Shenzhen,china,3000,detached,1
54,8,unemployed,senior engineer,3,seoul,south korea,3000,split up,1
54,9,working,analyst,0,seoul,south korea,2000,unaccompanied,0
